53260544	ucdt	Emote 12
54130817	ugdt	Blue Aloha Polo
54840958	ucdt	Blue Z Trucker Cap<br>Black Battle Royale 'Irish Style' T-Shirt<br>Black Battle Royale 'With Cheese' T-Shirt<br>White Battle Royale 'With Cheese' T-Shirt<br>Tie-Dyed Shirt<br>Abs Shirt
55018743	ugdt	Red and Blue Racing Helmet
55707937	ugdt	Hands Up
56842171	ucdt	Sjoberg's Mandarin Oranges
57162743	ucdt	Nomad 4
57204561	ucdt	Honey
57914990	ucdt	Earn SKULLS for cool Rewards!
58000613	ucdt	Westend (EU)
58544557	ucdt	This contains crates that do not require a key to open.  It contains 5 Renegade Crates.
58570267	ucdt	Eastwood Stop
59645260	ucdt	You hear an automated message requesting a code to call in an airdrop.
60022212	ucdt	Skin: Heavy Assault Body Armor
60121033	ucdt	Door Locks
61616784	ucdt	Wooden Bow
61623255	ucdt	Emote 04
62351482	ucdt	AU
62467627	ucdt	Scrap of Cloth
62508757	ucdt	MEMBER_SALE!
63069096	ucdt	WIN
63311662	ucdt	Viking (EU)
63581202	ucdt	Requires File 1902.
63701743	ucdt	PickupTruck Storage
63765634	ugdt	Small Pharmacy Cabinet
64133957	ucdt	Permission to DEMOLISH structures on this Foundation
64550863	ugdt	Scratch and Sniff
64605301	ucdt	Minus -_
66004032	ucdt	Select your preferred payment method.
66592689	ucdt	Skin: Flaming Skull Face Bandana
66927113	ucdt	111th
67050242	ucdt	Dusseldorf (EU)
67768777	ugdt	Bewear
68020465	ucdt	This will apply an alternate appearance to a Sturdy Footwear item in your inventory.  Right click and select "Apply".  Valid items for change will be highlighted.<br><br>Obtained from: Ronin Crate
69570303	ugdt	So Hot
69608639	ucdt	This trap explodes into a fireball causing its victim to catch aflame. Becomes active 10 seconds after placement.
69997405	ugdt	ICU Desk
71392840	ucdt	Scratch and Sniff
73693947	ucdt	<font color="#ed1c24">BACK YOUR BOUNTY</font> for the chance to earn more <font color="ffff00">Crowns</font>.
74117934	ugdt	Duct Tape
74842779	ucdt	This locker requires key 207.
75384539	ucdt	AV.Fire.Stage3.Police
76472228	ucdt	[*slot0*] disconnected from the match.
77039854	ucdt	Outpost 7 (EU)
77068250	ucdt	Mystery Crate v1.5
77532170	ucdt	<font color="#FFD32CE6">Rare</font>
78040455	ucdt	Unknown
78122174	ucdt	Server 41
79240333	ucdt	Waist packs can be equipped here for additional storage space.
79555120	ucdt	Dragon Conveys
79939986	ucdt	AV.Fire.Dead.Loop.Police
80520346	ugdt	Basic Bandana
80561001	ucdt	Bulk Capacity: 
81966637	ucdt	DONE
82561454	ucdt	Skin: Irezumi Dragon AR-15
82622005	ucdt	Test PVP
83667561	ugdt	Lead Alloy
85076692	ucdt	Threaten
85618423	ugdt	Tech Fingerless Gloves
86220690	ugdt	AV.Fire.Dead.Loop.Pickup
86610864	ucdt	Silver Renegade Crate
86860516	ucdt	End of Match Expired
88189837	ugdt	Green Army Shirt
88513188	ucdt	This makeshift body armor will decrease the amount of damage done to the chest.
91953766	ucdt	Flaming Arrow
91963736	ucdt	Downfall
92064624	ucdt	Gold
92226327	ucdt	Grey Motorcycle Helmet
92395946	ucdt	You are bleeding. Use Field Bandages, Tactical First Aid Kits, and Procoagulants to stop bleeding.
92792269	ucdt	RESET ZOOM
92858486	ucdt	Another Day
93775906	ucdt	Hey Hipster, a second t-shirt doesn't do you any good. Shred it to make bandages or a backpack.
94219276	ucdt	Battle Royale - Papa
95176145	ucdt	Show Version Number
95807256	ucdt	Male Head 2
96004096	ucdt	The amount of increased benefits resets completely if you are not a premium member for over a month.<br>Only XP, resources, and cert point benefits apply to all characters.
96411695	ucdt	Seat 5
96598675	ucdt	Crates
97072265	ucdt	Baggy Brown Jeans
97635934	ucdt	Arachnid Fingerless Gloves
97701229	ucdt	Bottle of Water
97836807	ucdt	Day of the Dead Zeds
98212807	ucdt	Dark Rabbit Mask
98243241	ucdt	Refrigerator Note
99302561	ucdt	AV.Fire.Dead.Loop.Police
99400670	ucdt	Red Face Bandana
99464590	ucdt	Toggle Walk
99555485	ucdt	Server 34 Description
99835079	ucdt	[Hold E] Loot All
99935256	ugdt	Foundation Expansion
99937676	ucdt	View Set
99949018	ugdt	Zombie Brute
100371568	ucdt	97th
100758575	ucdt	VAT TAX
101138056	ucdt	Blue Conveys Sneakers
101155585	ucdt	False Ammo Crate
102729477	ucdt	Clear
102761566	ucdt	Killer Within (EU)
103946992	ucdt	Ingredients
104146089	ucdt	WolfCorpse
104270161	ucdt	Group with another player. Winning is fun with a friend!
104288724	ucdt	Body Armor
104368518	ucdt	Turn Left
105031098	ucdt	Invalid coupon code.
105485160	ucdt	10 Ronin Crates
105875450	ugdt	Tactical Goggles
106090833	ucdt	No Items<br> Available
106357214	ucdt	This Event hasn't started. You can join up to 15 minutes before the scheduled start.
107103431	ugdt	Green Camo Armor
108137025	ugdt	.223 Round
109020417	ugdt	Bronze Renegade Crate
110399349	ugdt	AV.Fire.Stage3.Pickup
110662897	ucdt	Heisenberg (EU)
110870399	ucdt	Requires Weich's Report.
110975787	ucdt	Parachute Flare
112287014	ucdt	Skin: Green Digital Camo Shemagh
112339687	ucdt	Battle Royale Wearables Crate
112892848	ucdt	TUES
113399461	ugdt	Gill Face Bandana
113489217	ugdt	OffRoader Horn
113713386	ucdt	File 1902
113828058	ucdt	You made it to #%0. Better luck next time!
Your rewards are:
114001265	ucdt	STEAM FRIENDS
114573304	ucdt	This will apply an alternate appearance to an item in your inventory.  Right click and select "Apply".  Valid items for change will be highlighted.<br><br>Obtained from: Mercenary Crate
114766941	ugdt	Pink Face Bandana
114964230	ucdt	1911
115208955	ucdt	Legion
116124999	ugdt	Grey Blue T-Shirt
116311600	ugdt	Explosion 05
116922032	ucdt	Blue and Grey Backpack
117547896	ucdt	Got bit. Got bit. I'm bit. I have killed dozens of the things and I'm bitten now. I think it was just a graze, but I'm taking precautions.<br><br> I have a box from the big hospital in town, and it has a vial labeled H1N1/a. It was in with the other medicines, so I'm going to take my chances. <br><br>Things can't get any worse... can they?
118023865	ugdt	Wear.Chest.Shirt.TankTop.37
120074134	ucdt	Race to the safe zones or lose your head. Try not to get shot on the way there.
120381200	ucdt	AutoJoinSquadKeybind
120644366	ucdt	Turbocharger that fits the OffRoader
121167181	ucdt	This will apply an alternate appearance to a Quiet Footwear item in your inventory.
121841989	ucdt	Gas advances in
121859372	ucdt	Skin: White Battle Royale T-Shirt
121899531	ugdt	Sniff
121942524	ucdt	Copper Eyepatch
123023448	ucdt	Battle Royale - Lockner
123884643	ucdt	Cloth
124001550	ucdt	You must be near a long-range radio to use this code.
124026330	ucdt	Error adding item to order. Please try again later.
124483940	ucdt	DeployKeybind
128621634	ucdt	Placed #
128897300	ucdt	Select DB Amount
129565065	ugdt	Headshot Xp Bar
129593611	ugdt	Black Cap
129766395	ugdt	Bullseye Goggles
129863213	ucdt	Skin: Anodized AR15
130110220	ucdt	Food
130977210	ucdt	Score Last Week
132768010	ucdt	A vial of extracted blood from an H1Z1 infected being.
132920107	ucdt	SOLO RANK
133257773	ucdt	The virus can easily be passed through contact with blood from the infected.
133460603	ucdt	Skin: Red Battle Royale Trucker Cap
135164033	ucdt	Hip Accuracy
135229158	ucdt	R380
135400118	ucdt	EMOTES
135871202	ugdt	Box of .45 Ammunition
136630045	ucdt	2. DB AMOUNT
136852953	ucdt	Battle Royale Loser Leggings
136863318	ugdt	<font color="#FFDF00">Nagafen's Rage</font>
137217272	ucdt	Hand Beckon
137616151	ucdt	CONTINUE
138330402	ucdt	You must destroy the base's gate before affecting interior structures.
139553192	ugdt	Hugz Needed Scrubs Pants
139794993	ucdt	Gray T-Shirt
140735749	ugdt	Corn Mash
140904853	ucdt	This key can start any engine as long as it has the required parts.
141697144	ucdt	Backslash \|
141726748	ugdt	The Medic
141906569	ucdt	Foundation.01.Base.Modular
142608039	ucdt	Are you sure you wish to reset the key bindings?
142890472	ucdt	Placement cancelled.
143128299	ucdt	Use on...
143128666	ugdt	Woodland Ghillie Suit Leggings
145155665	ucdt	This key opens the Renegade Crate.<br><br>[The key can be used by right clicking the matching crate in the Account Inventory window and selecting Open Crate.]
145633663	ucdt	Network connection quality has improved, your weapon is now functional.
145838122	ugdt	Maintenance Toolbox
145972432	ucdt	Tactical Goggles
146149110	ugdt	Blue Flower Shemagh
146636415	ucdt	Set Bounty
146831328	ucdt	Bullet Points (EU)
147020283	ucdt	Classic Thermometer
147166212	ucdt	Skin: Red and Black Fingerless Gloves
147293585	ucdt	189th
148162214	ucdt	Right Mouse
148340644	ugdt	Aviator Cap
150409474	ucdt	Structure Ownership
150646448	ucdt	Pipe
150757020	ucdt	Your immune system has a decent boost.<br><br>[Helps your body defend against contracting the H1Z1 virus]
151010463	ucdt	Upgrade to Premium Bundle
151034250	ugdt	Battle Royale Crown
151251409	ucdt	Left Oyayubi
151463214	ucdt	Bright Hills Development
151614593	ugdt	Orange Backpack
152145453	ucdt	Skin: Camo Face Bandana
152239850	ugdt	Black Unicorn Full Helmet
153845008	ucdt	Crosshair Eyepatch
153933867	ugdt	Ethanol
154424248	ucdt	Skin: Kitsune Plated Full Helmet
154493380	ugdt	Blue Face Bandana
155128710	ucdt	Metal sheds can only be placed on a foundation.
[If not repaired this will fall apart after four weeks.]
155395845	ucdt	Skin: Heavy Assault Polo Shirt
155619621	ucdt	PRSEASON KILLS
155719102	ucdt	Kick
156722162	ucdt	[Say]
157221571	ucdt	This will apply an alternate appearance to a Hands item in your inventory.
158688537	ucdt	To report a cheater, aim and press the PointAndReport key. (Default: Ctrl+R)
158998458	ucdt	Common Cold
159349888	ucdt	77th
159838126	ucdt	SeaNanners Hockey Mask
160357456	ucdt	Skin: Teal Scale Leggings
160704446	ucdt	&#8226; Crafting is an important part of King of the Kill.<br><br>&#8226; Use the recipes on the crafting tab to create useful items.<br><br>&#8226; Click on a recipe to see what ingredients are required.<br><br>&#8226; The ingredient section tells you how much of each ingredient is currently in your inventory.<br><br>&#8226; Crafted items will appear in your inventory. If you do not have space for the item, it will be dropped on the ground.
160986480	ucdt	Champions Arena
161103937	ucdt	Open Later
161288502	ucdt	You cannot shoot immediately after entering or exiting a vehicle, or swapping seats.
161697272	ucdt	Wear.Eyes.EyePatch.Standard.134
162843794	ucdt	192nd
163759827	ucdt	This item has been renamed. Original name: "Skin: Green Ghillie Suit Bandana"
163915906	ugdt	Lookout Tower
164324090	ucdt	Very Cold
164844181	ucdt	Kishinev (EU)
165326490	ucdt	Marseille (EU)
165389235	ucdt	Login World 01 (US)
165967655	ucdt	F2
166959130	ucdt	Mystery Crate v1
167128395	ugdt	Mask of the Blue Bunny
167357172	ucdt	Black Forest (EU)
167705451	ucdt	Skin: Air Drop Ticket T-Shirt
169144220	ucdt	Amsterdam (EU)
170346991	ucdt	42 Days Later
170702682	ucdt	Infernal 12GA Pump Shotgun
171347565	ucdt	Crate
171634504	ucdt	Hobart
172202462	ugdt	Sniper Fingerless Gloves
173170547	ugdt	Confused
173671276	ucdt	Breakout
174673712	ucdt	Bloody Glacier (EU)
174693400	ucdt	H1Z1 Wearables Crate
174926720	ugdt	A Box of Medicines
175092410	ugdt	Tan Gloves
178171851	ucdt	Bird Cannon
178403921	ucdt	Hades
178949426	ucdt	Finger Waggle
179077128	ucdt	Skin: OPscT T-Shirt
179833663	ucdt	HudSquadOwner
179894207	ucdt	You died when disconnected.
181477806	ucdt	The match has begun!
181823778	ugdt	Hugz Needed Scrubs Shirt
182416997	ucdt	Numpad Enter
182782102	ucdt	Lirik T-Shirt
183087717	ucdt	Are you sure you want to unlock %0 for %1 %2?
183372316	ucdt	Blackout
183688510	ucdt	The toxic gas will be released in #count([*slot0*]).
184070358	ucdt	Night Vision Goggles
184153386	ugdt	Dumpster
185602287	ucdt	The Match has begun!
185766942	ucdt	141st
186203776	ucdt	This is a motor for an Offroader.
186356715	ucdt	Skin: Black Canvas Outback Hat
186845506	ugdt	Crowbar
187149939	ucdt	Roma (EU)
187445255	ugdt	Sxyhxy T-Shirt
189786657	ucdt	Weapon or Vehicle
189801599	ucdt	Brown Camo Beanie<br>Green Camo Beanie<br>Starred Army Shirt<br>Battle Royale 'Loser' T-Shirt
191005415	ugdt	Treated Brain
191092115	ucdt	19th
191376854	ucdt	Dev test item
191806438	ugdt	Tech Henley Shirt
191922153	ugdt	Framed Backpack
192082411	ucdt	Helping passing strangers is a boon. Giving aid to those I meet. Telling them about my hidden stashes.<br><br>I will survive this and can always find more of what I need. <br><br>My hope is that my keys do not end up roaming the streets attached to the rotting flesh of one of these monsters.<br><br>Always remember the rabbit.
193691258	ucdt	Cloth Sheet
194196961	ucdt	Skin: GassyMexican T-Shirt
194211083	ucdt	My Thanks
194623728	ucdt	Shredded (EU)
195056231	ucdt	.308 Round
196285858	ucdt	196th
196333433	ucdt	Mystery Bag v2
196432884	ucdt	Gunpowder
196599177	ucdt	Tan Ghillie Suit Headdress
197027815	ugdt	Smoke Flare
197162547	ugdt	Aluminum Baseball Bat
198907428	ucdt	Server 20
199126800	ucdt	Cabin Door
199381602	ucdt	Alpha Launch Crate Key
199422659	ucdt	You must restart the game for these settings to take effect.
200246058	ucdt	Toxic Gloves
200417235	ucdt	OnFire
201718409	ucdt	EXIT KOTK
202213191	ucdt	Numpad 1
202374778	ucdt	Arrows which release tear gas that can obscure vision and cause respiratory harm to their targets.
202529178	ucdt	ThumbsDown
202716573	ucdt	This unlocked crate contains skins for various types of items found in the world.<br><br>This crate does not require a key to open. These skins are not consumed, will not be lost on death, and cannot be sold in the Steam Marketplace.<br><br>This crate is guaranteed to contain an <font color="#FFFFD701">Ultra Rare</font> item.<br><br>[To open Right-click and select Open Crate.]
203017771	ucdt	101st
203109343	ucdt	Park Ranger
204058068	ugdt	Bow Drill
204192409	ucdt	This contains crates that do not require a key to open.  It contains 9 Unlocked Predator Crates and 1 Bronze Predator Crate that is guaranteed to have an <font color="#FF4B69FF">Uncommon</font> or Rarer item!
204283733	ucdt	Server 15 Description
204864364	ucdt	Media Select
206769080	ucdt	Supercalifragilisticexpialidocious Disestablishmentarian Lateral Kinetic Impact Enhancer
206811670	ucdt	Skin: SeaNanners Ski Mask
207232227	ucdt	Test Server 8
207294715	ucdt	The match will now only start manually.
208148031	ucdt	Wood Plank
209029574	ucdt	Flora Quality
209919980	ugdt	Predator .308 Hunting Rifle
210983625	ucdt	Server 9 Description
211865305	ugdt	Flour
212589152	ucdt	All natural 100% USA meat, slow pressure cooked at a low 240 degrees. Heat & Serve. USDA Inspected.<br>After eating the contents the empty can will be converted into scrap metal.
[Replenishes a small amount of energy and gives a low boost to comfort.]
213316760	ucdt	Numpad Multiply
213353337	ugdt	Grey Henley
214426525	ugdt	Spartan Padded Gloves
215424792	ucdt	Zombie Sniper
216024042	ucdt	Interior Lighting
216472127	ucdt	EVENT TICKETS are used to gain access to exclusive game mode events.<br><br>EVENT TICKETS cannot currently be earned, but you may have some sitting around from earlier versions of KOTK.<br><br>EVENT TICKETS can be converted to SCRAP in the Scrapyard.
216559689	ugdt	Green Camo Military Backpack
217564513	ucdt	First aid kits will help you regain a large amount of health over time. You can only apply one kit at a time.<br><br>They are found in various places throughout the world.
217604857	ugdt	Red Hat
217806701	ucdt	Pink Zebra Cowboy Hat
218446417	ucdt	Skin: Heavy Assault Skull Mask
219450562	ugdt	Wear.Chest.Shirt.TankTop.38
219545674	ugdt	No Way
221712726	ugdt	Nandor's T-Shirt
222457589	ucdt	This will apply an alternate appearance to an item in your inventory.  Right click and select "Apply".  Valid items for change will be highlighted.<br><br>Please note that this can only be applied to a non-modified AK47.
223103385	ucdt	PoliceCar Trunk
223769733	ucdt	Test
223859967	ucdt	ChangeToSeat7
225210353	ucdt	Container must be empty to unequip
225453572	ucdt	EU World 01
225558261	ucdt	This simple baseball bat is a very effective melee weapon.
225618084	ucdt	Wave
225635870	ucdt	Skin: Contender Luchador Mask
226101975	ugdt	Camo Tan Flannel Shirt
227340420	ucdt	Explosion 06
227583535	ucdt	Zimm's
228050614	ucdt	Hard lessons to be learned. Some people are just trying to survive, but others are trying to survive at the expense of others. <br><br>Keeping watch from a distance and then I can decide whether to help. <br><br>Still keeping true to what I value most. Without that, we're all lost.
228531884	ucdt	Double H Farms
228811515	ucdt	Snakeskin Boonie Hat
229174928	ucdt	Vlad Face Bandana
230396818	ucdt	You do not have a can opener.
231969267	ugdt	Entertainer's Air Guitar
234827729	ucdt	Kitsune Plated Full Helmet
235119382	ucdt	ON
235130116	ugdt	Desert Warfare Shemagh
235220739	ucdt	HOME
236333302	ucdt	Coffee w/Sugar
236406148	ucdt	.45 Round
236986013	ucdt	SCRAP
237033106	ucdt	This box of .45 ammunition has 60 rounds in it and is used with the M1911A.
237036407	ugdt	Frustrated
237433755	ucdt	PRESEASONAL PATH
238575639	ucdt	This hospital ID card has a key attached to it labeled "<font color="#6698FF">F3 - 591</font>."
239206098	ucdt	Wildstyle AR-15
240077726	ucdt	Matches Played
240141903	ucdt	Emote07
240245356	ucdt	Team Australia T-Shirt
240480746	ucdt	Parent Category
240973427	ucdt	Copper-Handled Katana
241906228	ugdt	Formal Bow
241977025	ucdt	Cry Baby
242716568	ucdt	This will apply an alternate appearance to a Sturdy Footwear item in your inventory.  Right click and select "Apply".  Valid items for change will be highlighted.<br><br>Obtained from: 2016 Invitational Crate
244584014	ucdt	Blue and Orange Backpack
245910874	ucdt	The "I Tried" T-shirt is granted to all players who participated in the Battle Royale Weekend event. 
246298761	ucdt	Move Backward
246646821	ucdt	This container is in use. Please wait until it is available.
247276742	ucdt	You cannot use that here.
248857385	ucdt	Obtained from: 2016 Invitational Crate
249834504	ugdt	Tech Athletic Boots
250944047	ucdt	Gun Upgrade Kit
251597271	ugdt	Ninja AR-15
252553054	ucdt	Suppressant Compound DX
252657090	ugdt	Green Surgeon Mask
252736173	ucdt	Choose the device you wish to use to listen to game audio.
253261495	ugdt	Team Korea T-Shirt
253349054	ucdt	more points to move up to the next level.
253679120	ucdt	YES
253728975	ugdt	106
254020576	ucdt	Curtsey
254791083	ucdt	Raise Crown
255196100	ucdt	Purchase Error
255321882	ucdt	54th
256401575	ucdt	Team KotK - 5 Person (EU)
257254228	ucdt	1. PAYMENT CHOICE
257537953	ucdt	Crisp Salute
257832477	ucdt	[[*key*]] Undo placement of [*target*]
258443222	ucdt	Plaid Jacket
260066585	ugdt	My Thanks
260200902	ucdt	Canteen of Water
260318133	ugdt	Mechanic's Chrome .44 Magnum
260476722	ucdt	Toggle UI
262899967	ucdt	Shirt
263531760	ucdt	Thumbs Up
264271278	ucdt	Skin: Plaid Jacket
264496478	ucdt	Camo Green Flannel Shirt
264793705	ugdt	Beige Slacks
265113172	ugdt	Camo Goggles
265648049	ucdt	Food Poisoning
265681170	ugdt	Structure Stairs
266007215	ucdt	Shock
266978344	ucdt	Doh
267011113	ucdt	Teabag Light
267102267	ucdt	37th
267512092	ucdt	Camo Face Bandana
268346516	ucdt	This will apply an alternate appearance to a Face item in your inventory.  Right click and select "Apply".  Valid items for change will be highlighted.<br><br>Obtained from: Ronin Crate
269190513	ucdt	LESS INFO
270013517	ucdt	Misty Peak (EU)
270101984	ugdt	Saline
270106936	ucdt	This will apply an alternate appearance to an unmodified AK47 in your inventory.  Right click and select "Apply".  Valid items for change will be highlighted.<br><br>Obtained from: 2016 Invitational Crate
271183445	ucdt	Dig
271749726	ucdt	LZPV 98.5FM Radio
272038540	ucdt	183rd
272088059	ugdt	Ramp.01.Base.Modular
272517814	ugdt	Military Scrubs Shirt
273440786	ugdt	M1911A1
273999264	ucdt	Very Tired
274914760	ucdt	Tie-Dye T-Shirt
276458773	ucdt	Right Bracket ]}
276941877	ugdt	Foundation
277333148	ugdt	Workbench
277656785	ucdt	20m Dirt Foundation (test)
280729333	ucdt	Item Rental
281158551	ucdt	Server 43
281790021	ucdt	NO
284365151	ucdt	Crate Key-25 Pack
284396950	ucdt	Your lungs burst from choking on toxic gas.
284924520	ucdt	Tea Time
285102547	ugdt	Campfire
286094521	ucdt	Snooze
286295531	ucdt	Contender Luchador Mask
286529459	ucdt	SMS
287038404	ucdt	World Container
287980324	ucdt	I
288335405	ucdt	Wear.Armor.Tactical
289191662	ucdt	Skin: Neko-chan 12GA Pump Shotgun
292035305	ucdt	This shirt has a pocket which can hold a few items.  Right click on the shirt while it is in your inventory to salvage it which will destroy it and turn it into scraps of cloth.
295064048	ucdt	This elevated platform can be attached to the side of a base deck foundation to add more room to it.
295282861	ucdt	This package contains items that can be paired with a woodland ghillie suit for better camouflage.<br><br>Woodland Ghillie Suit Boots<br>Green Gloves<br><br>Obtained from: Mercenary Crate<br><br>Note: The items inside cannot be donated for a better item after being opened.
295389194	ucdt	Team Russia T-Shirt
296534254	ucdt	This tower can be placed on a foundation.
297919388	ucdt	Screenshot
298982089	ucdt	This delicious pie will refill all energy and a good deal of hydration and gives a high boost to comfort.
299015672	ucdt	Zombie
299170423	ucdt	Military Backpack
299832848	ugdt	Showdown Crate
300171979	ucdt	Press the key to bind to this action.  Press [Esc] to cancel.  Hold [Esc] to clear key.
301589859	ucdt	Shoot the Crate!
301859906	ucdt	Battle Royale - Lipetsk
302600792	ucdt	Destruction (EU)
303175213	ucdt	Orange Racing Helmet
303221267	ucdt	Up
303551155	ucdt	Wear.Feet.CombatBoots.201
303676974	ucdt	Throwable weaponry can be equipped here.
304202529	ucdt	X Factor Gaming
304302468	ugdt	Bear Sandwich
304359902	ucdt	Slice Pie
305435048	ugdt	LoginZone
305971898	ucdt	Error with item trial request. Please try again later.
306260147	ucdt	Charcoal can be used to fuel fires in furnaces or barbeques.  It can also be used in crafting gunpowder.  It can be created by burning wood.
307307224	ucdt	Trash
307576515	ucdt	Fenix
307924812	ucdt	ShockFactor
308256123	ucdt	If you see a gun without matching ammunition nearby it is a good indication that someone has been there.
308703478	ucdt	[[*key*]] Rest
308734805	ucdt	This improvised compass displays the four cardinal directions.
308971076	ucdt	test gfern
309072035	ucdt	Aluminum Baseball Bat
309137884	ucdt	H1Z1 Wearables Crate Key
309778657	ucdt	Black Battle Royale T-Shirt
309893103	ucdt	Prison Shanked
310302197	ucdt	The higher the setting, the farther away you can see. Turn this down if you experience slowdown or choppiness.
311211129	ucdt	Web Refresh
312151005	ugdt	A Bundle of Rags
313579823	ucdt	67th
313612076	ugdt	A Small Key
313829101	ucdt	Winner Winner Chicken Dinner T-Shirt
315549406	ucdt	Emote 08
316202392	ucdt	Poisoned
316203347	ucdt	[[*key*]] Search ICU Desk
316825688	ucdt	Battle Royale - Sofia
317392602	ucdt	?2016 Daybreak Game Company LLC. Daybreak, H1Z1, King of the Kill, and their respective logos are trademarks or registered trademarks of Daybreak Game Company LLC. All rights reserved.
317965090	ugdt	Lenny's AR-15
318391294	ucdt	Red Tessellated Shemagh
318758122	ucdt	This note has a torn indent on the corner, where a magnet likely held it in place.<br><br>

"Mom ain't gettin no better. Ever since she got back from the hospital, she keeps on with the coughin, and the whistlin in her voice is gettin worse. I think we need to take her back there and tell them to fix her up right this time."
319293990	ugdt	Cheer
321178851	ucdt	Wooden Deck
321233040	ucdt	This will apply an alternate appearance to an item in your inventory.  Right click and select "Apply".  Valid items for change will be highlighted.<br><br>Obtained from: Vigilante Crate
321766786	ucdt	You placed 
321979231	ugdt	Salt Packet
322452319	ucdt	Donetsk (EU)
322962877	ucdt	Poisons
323255708	ugdt	Macho Dude Halftop Shirt
323393073	ucdt	You are on Fire!!!
323531771	ucdt	You died from the remaining time expiring.
323685116	ucdt	Blue Skinny Jeans
