183372316	ucdt	断电
183688510	ucdt	距离毒气释放还有#count([*slot0*])。
184070358	ucdt	夜视护目镜
184153386	ugdt	Dumpster
185602287	ucdt	比赛开始了！
185766942	ucdt	第141
186203776	ucdt	这是适用于越野车的马达。
186356715	ucdt	皮肤：黑色帆布内陆帽子
186845506	ugdt	Crowbar
187149939	ucdt	罗马（欧洲）
187445255	ugdt	Sxyhxy T-Shirt
189786657	ucdt	武器或车辆
189801599	ucdt	棕色迷彩无边帽<br>绿色迷彩无边帽<br>星星军用衬衫<br>Battle Royale"输家"T恤
191005415	ugdt	Treated Brain
191092115	ucdt	第19
191376854	ucdt	开发测试物品
191806438	ugdt	Tech Henley Shirt
191922153	ugdt	Framed Backpack
192082411	ucdt	帮助路过的陌生人是一种恩惠。我给那些我遇到的人提供帮助，告诉他们我的隐秘藏匿点。<br><br>我会存活下来的，而且总会找到更多我需要的。<br><br>我希望我的钥匙不会最终插流落街头，插在那些怪物的腐肉上。<br><br>永远记住兔子。
193691258	ucdt	布片
194196961	ucdt	皮肤：GassyMexican T恤
194211083	ucdt	感激
194623728	ucdt	粉身碎骨（欧洲）
195056231	ucdt	.308子弹
196285858	ucdt	第196
196333433	ucdt	神秘背包v2
196432884	ucdt	火药
196599177	ucdt	褐色吉利服头饰
197027815	ugdt	Smoke Flare
197162547	ugdt	Aluminum Baseball Bat
198907428	ucdn	Server 20
199126800	ucdt	柜门
199381602	ucdt	Alpha发布宝箱钥匙
199422659	ucdt	必须重新启动游戏才能让这些设置生效。
200246058	ucdt	剧毒手套
200417235	ucdt	着火
201718409	ucdt	退出KOTK
202213191	ucdt	小键盘1
202374778	ucdt	一种可以释放催泪瓦斯的箭矢，可以阻挡视野，并且对目标的呼吸道造成伤害。
202529178	ucdt	拇指朝下
202716573	ucdt	这个没上锁的宝箱里装有多种皮肤，适用于所发现的各种物品。<br><br>这个箱子不需要钥匙来开启。这些皮肤不会被消耗，也不会因死亡而丢失，而且无法在Steam市场上出售。<br><br>此宝箱中一定会含有一件等级为<font color="#FFFFD701">极其稀有</font>的物品。<br><br>[右键点击并选择打开宝箱来打开。]
203017771	ucdt	第101
203109343	ucdt	护林员
204058068	ugdt	Bow Drill
204192409	ucdt	此包裹包含众多无须钥匙开启的宝箱，包括9个没上锁的捕食者宝箱，以及1个一定装有一件等级为<font color="#FF4B69FF">罕有</font>或稀有的物品的青铜捕食者宝箱！
204283733	ucdn	Server 15 Description
204864364	ucdt	播放器选择
206769080	ucdt	Supercalifragilisticexpialidocious Disestablishmentarian Lateral Kinetic Impact Enhancer
206811670	ucdt	皮肤：SeaNanners滑雪面具
207232227	ucdt	Test Server 8
207294715	ucdt	现在比赛只会手动开始。
208148031	ucdt	木板
209029574	ucdt	植被质量
209919980	ugdt	Predator .308 Hunting Rifle
210983625	ucdn	Server 9 Description
211865305	ugdt	Flour
212589152	ucdt	纯天然100%美国肉，240华氏度低压烹煮。加热即食。通过USDA检验。<br>食用后剩下的空罐头可以转化为废金属。[补充少量能量，并提升少量舒适度。] 
213316760	ucdt	小键盘*
213353337	ugdt	Grey Henley
214426525	ugdt	Spartan Padded Gloves
215424792	ucdt	僵尸狙击手
216024042	ucdt	内部灯光
216472127	ucdt	活动入场券用于进入专属游戏模式活动。<br><br>当前无法赚取活动入场券，但你可能从KOTK的早期版本中得到过一些。<br><br>可在转换机中将活动入场券转换为碎片。
216559689	ugdt	Green Camo Military Backpack
217564513	ucdt	急救包可在一段时间内恢复大量健康度。每次只能使用一个急救包。<br><br>全球多处地方可找到此物品。
217604857	ugdt	Red Hat
217806701	ucdt	红色斑纹牛仔帽
218446417	ucdt	皮肤：重型突击颅骨面具
219450562	ugdt	Wear.Chest.Shirt.TankTop.38
219545674	ugdt	No Way
221712726	ugdt	Nandor's T-Shirt
222457589	ucdt	这会改变你物品栏中的一件物品的外观。点击右键并选择"套用"。可改变的物品将会被高亮显示。<br><br>请注意，只能在未改装的AK47上使用。
223103385	ucdt	警车行李箱
223769733	ucdt	Test
223859967	ucdn	ChangeToSeat7
225210353	ucdt	卸下容器前必须先将其清空
225453572	ucdt	欧盟世界01
225558261	ucdt	这个简单的棒球棒是非常有效的近战武器。
225618084	ucdt	挥手
225635870	ucdt	皮肤：竞争者摔角面具
226101975	ugdt	Camo Tan Flannel Shirt
227340420	ucdt	爆炸06
227583535	ucdt	Zimm's
228050614	ucdt	真是沉重的教训。有些人极力尝试着求生，而有些人则是以牺牲他人为代价来保命。<br><br>我该保持距离仔细观察，然后再决定是否要伸出援手。<br><br>我依旧坚信着我最珍视的东西，如果没有了那东西，我们就什么都迷失了。
228531884	ucdt	Double H农场
228811515	ucdt	蛇皮圆边帽
229174928	ucdt	Vlad方巾
230396818	ucdt	你没有开罐器。
231969267	ugdt	Entertainer's Air Guitar
234827729	ucdt	Kitsune全罩头盔
235119382	ucdt	打开
235130116	ugdt	Desert Warfare Shemagh
235220739	ucdt	主页
236333302	ucdt	加糖咖啡
236406148	ucdt	.45子弹
236986013	ucdt	废料
237033106	ucdt	这匣.45弹药具有60发子弹，与M1911A配合使用。
237036407	ugdt	Frustrated
237433755	ucdt	季前路径
238575639	ucdt	这张医院ID卡上有一把钥匙，上面贴着一张标签写着"<font color="#6698FF">F3-591</font>"。
239206098	ucdt	户外风格AR-15
240077726	ucdt	已完成的比赛
240141903	ucdt	动作07
240245356	ucdt	澳大利亚队T恤
240480746	ucdt	父类别
240973427	ucdt	黄铜刀柄武士刀
241906228	ugdt	Formal Bow
241977025	ucdt	哭泣的婴儿
242716568	ucdt	这会改变你物品栏中的一双坚韧之履的外观。点击右键并选择"套用"。可改变的物品将会被高亮显示。<br><br>获取来源：2016邀请赛宝箱
244584014	ucdt	蓝橘色背包
245910874	ucdt	参加大逃杀周末活动的所有玩家都会获得"我试过"T恤。
246298761	ucdt	向后移动
246646821	ucdt	该容器目前正被使用，在其可用之前请等待。
247276742	ucdt	在这里你不能使用它。
248857385	ucdt	获取来源：2016邀请赛宝箱
249834504	ugdt	Tech Athletic Boots
250944047	ucdt	枪支升级套餐
251597271	ugdt	Ninja AR-15
252553054	ucdt	抑制剂化合物DX
252657090	ugdt	Green Surgeon Mask
252736173	ucdt	选择你使用的游戏音效播放设备。
253261495	ugdt	Team Korea T-Shirt
253349054	ucdt	点数便可升到下一等级。
253679120	ucdt	是
253728975	ugdt	106
254020576	ucdt	屈膝行礼
254791083	ucdt	举起皇冠
255196100	ucdt	购买错误
255321882	ucdt	第54
256401575	ucdt	KotK队 - 5人（欧洲）
257254228	ucdt	1. 付费方式
257537953	ucdt	干脆利落的敬礼
257832477	ucdt	按[[*key*]]取消[*target*]的落点
258443222	ucdt	格子图案外套
260066585	ugdt	My Thanks
260200902	ucdt	水壶
260318133	ugdt	Mechanic's Chrome .44 Magnum
260476722	ucdt	切换用户界面
262899967	ucdt	衬衣
263531760	ucdt	拇指朝上
264271278	ucdt	皮肤：格子外套
264496478	ucdt	绿色迷彩法兰绒衬衫
264793705	ugdt	Beige Slacks
265113172	ugdt	Camo Goggles
265648049	ucdt	食物中毒
265681170	ugdt	Structure Stairs
266007215	ucdt	震击
266978344	ucdt	懊恼
267011113	ucdt	轻吊茶包
267102267	ucdt	第37
267512092	ucdt	迷彩方巾
268346516	ucdt	会改变你物品栏中的一件面部物品的外观。点击右键并选择"套用"。可改变的物品将会被高亮显示。<br><br>获取来源：浪人宝箱
269190513	ucdt	更少信息
270013517	ucdt	迷雾巅峰（欧洲）
270101984	ugdt	Saline
270106936	ucdt	这会改变你物品栏中的一把未改装的AK47的外观。点击右键并选择"套用"。可改变的物品将会被高亮显示。<br><br>获取来源：2016邀请赛宝箱
271183445	ucdt	挖
271749726	ucdt	LZPV 98.5FM无线电
272038540	ucdt	第183
272088059	ugdt	Ramp.01.Base.Modular
272517814	ugdt	Military Scrubs Shirt
273440786	ugdt	M1911A1
273999264	ucdt	非常疲惫
274914760	ucdt	扎染T恤
276458773	ucdt	右括号 ]} 
276941877	ugdt	Foundation
277333148	ugdt	Workbench
277656785	ucdt	20m土质地基（测试）
280729333	ucdt	物品租金
281158551	ucdn	Server 43
281790021	ucdt	否
284365151	ucdt	宝箱钥匙*25包
284396950	ucdt	你的肺因吸入有毒气体而爆裂。
284924520	ucdt	休息时间
285102547	ugdt	Campfire
286094521	ucdt	打盹儿
286295531	ucdt	竞争者摔角面具
286529459	ucdt	短信付费
287038404	ucdt	世界集装箱
287980324	ucdt	I
288335405	ucdt	Wear.Armor.Tactical
289191662	ucdt	皮肤：Neko-chan 12GA泵动式霰弹枪
292035305	ucdt	此衬衫有一个可以容纳少量物品的口袋。右键单击放置于库存中的衬衫可将它分解并转换为碎布。
295064048	ucdt	此架高的平台可以与基本平台地基的侧边连接，以增加更多房间。
295282861	ucdt	这个包裹里的东西配合森林吉利服使用可获得更好的伪装效果。<br><br>森林吉利服靴子<br>绿色手套<br><br>获取来源：雇佣兵宝箱<br><br>请注意：一旦包裹被打开，不再可以捐赠里面的物品来换取更好的物品。
295389194	ucdt	俄罗斯队T恤
296534254	ucdt	该塔不能安放到地基上。
297919388	ucdt	截图 
298982089	ucdt	美味的馅饼可以补充所有能量和大量水分，并大幅提升舒适度。
299015672	ucdt	僵尸
299170423	ucdt	军用背包
299832848	ugdt	Showdown Crate
300171979	ucdt	单击绑定到该动作的按键。单击[ESC]取消操作，长按[ESC]清除按键。
301589859	ucdt	射击宝箱！
301859906	ucdt	大逃杀-利佩茨克
302600792	ucdt	摧毁（欧洲）
303175213	ucdt	橘色赛车头盔
303221267	ucdt	上
303551155	ucdn	Wear.Feet.CombatBoots.201
303676974	ucdt	投掷类武器可装备于此。
304202529	ucdt	未知元素赌博
304302468	ugdt	Bear Sandwich
304359902	ucdt	一块馅饼
305435048	ugdt	LoginZone
305971898	ucdt	物品试用请求错误。请稍后再试
306260147	ucdt	木炭可以用来为熔炉或烤肉架提供燃料，还可以用来合成火药。燃烧木头可获得木炭。
307307224	ucdt	垃圾
307576515	ucdt	菲尼克斯
307924812	ucdt	ShockFactor
308256123	ucdt	如果你发现一支枪，但附近没有匹配的弹药，那就说明有人曾来过这里。
308703478	ucdt	[[*key*]]休息
308734805	ucdt	此临时指南针能为你指明方向。它也可以在需要时拆开，回收水来喝。
308971076	ucdn	test gfern
309072035	ucdt	铝制棒球棒
309137884	ucdt	H1Z1服饰宝箱钥匙
309778657	ucdt	黑色大逃杀T恤
309893103	ucdt	挥杆监狱
310302197	ucdt	此项数值越高，你能看得越远。如果游戏出现卡顿或画面不连贯，请将此项数值调低。
311211129	ucdt	网页刷新
312151005	ugdt	A Bundle of Rags
313579823	ucdt	第67
313612076	ugdt	A Small Key
313829101	ucdt	鸡肉晚餐属于冠军T恤
315549406	ucdt	动作08
316202392	ucdt	中毒
316203347	ucdt	[[*key*]]搜索重症监护室桌子
316825688	ucdt	大逃杀-索非亚
317392602	ucdt	©2016 Daybreak Game Company LLC。Daybreak、H1Z1、King of the Kill以及它们各自的图标均为商标或Daybreak Game Company LLC注册商标。保留所有权利。
317965090	ugdt	Lenny's AR-15
318391294	ucdt	红色格子头巾
318758122	ucdt	这张字条的一角有撕扯过的凹痕，像是被一块磁铁固定过。<br><br>"妈的情况一直没有好转，从她从医院回来之后她就一直咳嗽，而她声音中的哨鸣声也越来越严重。我想我们得再带她去医院，好好治疗一下。"
319293990	ugdt	Cheer
321178851	ucdt	木制平台
321233040	ucdt	这会改变你物品栏中的一件物品的外观。点击右键并选择"套用"。可改变的物品将会被高亮显示。<br><br>获取来源：义警宝箱
321766786	ucdt	你排名
321979231	ugdt	Salt Packet
322452319	ucdt	顿涅茨克（欧洲）
322962877	ucdt	毒药
323255708	ugdt	Macho Dude Halftop Shirt
323393073	ucdt	你太牛了！！！
323531771	ucdt	因为剩余时间耗尽，所以你死了。
323685116	ucdt	蓝色紧身牛仔裤
323767058	ucdt	地狱魔鬼面具
324030872	ugdt	Chicken with Noodles
324083071	ucdt	此物品可容纳少量小物品。右键点击物品栏中的物品可将它分解并转化为碎布。
324184959	ucdn	AX
324348820	ucdt	耐力
325812796	ucdt	第82
325825371	ucdt	过滤水会帮你恢复一些水分，如果能进行净化就更好了。
326861628	ucdt	已发现的配方+
